value,botw_trend,totk_trend
252,3067.353551,3542.168118
253,3066.276102,3541.090669
254,3065.199126,3540.013693
255,3064.122624,3538.937191
256,3063.046594,3537.861161
257,3061.971037,3536.785604
258,3060.895954,3535.710521
259,3059.821343,3534.63591
260,3058.747205,3533.561772
261,3057.67354,3532.488107
262,3056.600348,3531.414915
263,3055.527629,3530.342196
264,3054.455383,3529.26995
265,3053.38361,3528.198177
266,3052.31231,3527.126877
267,3051.241482,3526.056049
268,3050.171128,3524.985695
269,3049.101247,3523.915814
270,3048.031838,3522.846405
271,3046.962903,3521.77747
272,3045.89444,3520.709007
273,3044.826451,3519.641018
274,3043.758934,3518.573501
275,3042.69189,3517.506457
276,3041.625319,3516.439886
277,3040.559222,3515.373789
278,3039.493597,3514.308164
279,3038.428445,3513.243012
280,3037.363766,3512.178333
281,3036.29956,3511.114127
282,3035.235827,3510.050394
283,3034.172566,3508.987133
284,3033.109779,3507.924346
285,3032.047465,3506.862032
286,3030.985624,3505.800191
287,3029.924255,3504.738822
288,3028.86336,3503.677927
289,3027.802937,3502.617504
290,3026.742988,3501.557555
291,3025.683511,3500.498078
292,3024.624508,3499.439075
293,3023.565977,3498.380544
294,3022.507919,3497.322486
295,3021.450334,3496.264901
296,3020.393222,3495.207789
297,3019.336584,3494.151151
298,3018.280418,3493.094985
299,3017.224724,3492.039291
300,3016.169504,3490.984071
301,3015.114757,3489.929324
302,3014.060483,3488.87505
303,3013.006682,3487.821249
304,3011.953353,3486.76792
305,3010.900498,3485.715065
306,3009.848116,3484.662683
307,3008.796206,3483.610773
308,3007.74477,3482.559337
309,3006.693806,3481.508373
310,3005.643315,3480.457882
311,3004.593298,3479.407865
312,3003.543753,3478.35832
313,3002.494681,3477.309248
314,3001.446082,3476.260649
315,3000.397956,3475.212523
316,2999.350303,3474.16487
317,2998.303123,3473.11769
318,2997.256416,3472.070983
319,2996.210182,3471.024749
320,2995.164421,3469.978988
321,2994.119133,3468.9337
322,2993.074317,3467.888884
323,2992.029975,3466.844542
324,2990.986106,3465.800673
325,2989.942709,3464.757276
326,2988.899786,3463.714353
327,2987.857335,3462.671902
328,2986.815357,3461.629924
329,2985.773853,3460.58842
330,2984.732821,3459.547388
331,2983.692262,3458.506829
332,2982.652176,3457.466743
333,2981.612563,3456.42713
334,2980.573423,3455.38799
335,2979.534756,3454.349323
336,2978.496562,3453.311129
337,2977.458841,3452.273408
338,2976.421593,3451.23616
339,2975.384818,3450.199385
340,2974.348515,3449.163082
341,2973.312686,3448.127253
342,2972.27733,3447.091897
343,2971.242446,3446.057013
344,2970.208036,3445.022603
345,2969.174098,3443.988665
346,2968.140633,3442.9552
347,2967.107642,3441.922209
348,2966.075123,3440.88969
349,2965.043077,3439.857644
350,2964.011504,3438.826071
351,2962.980404,3437.794971
352,2961.949778,3436.764345
353,2960.919624,3435.734191
354,2959.889942,3434.704509
355,2958.860734,3433.675301
356,2957.831999,3432.646566
357,2956.803737,3431.618304
358,2955.775948,3430.590515
359,2954.748631,3429.563198
360,2953.721788,3428.536355
361,2952.695417,3427.509984
362,2951.66952,3426.484087
363,2950.644095,3425.458662
364,2949.619144,3424.433711
365,2948.594665,3423.409232
366,2947.570659,3422.385226
367,2946.547126,3421.361693
368,2945.524067,3420.338634
369,2944.50148,3419.316047
370,2943.479366,3418.293933
371,2942.457725,3417.272292
372,2941.436557,3416.251124
373,2940.415862,3415.230429
374,2939.395639,3414.210206
375,2938.37589,3413.190457
376,2937.356614,3412.171181
377,2936.337811,3411.152378
378,2935.31948,3410.134047
379,2934.301623,3409.11619
380,2933.284238,3408.098805
381,2932.267327,3407.081894
382,2931.250888,3406.065455
383,2930.234922,3405.049489
384,2929.21943,3404.033997
385,2928.20441,3403.018977
386,2927.189863,3402.00443
387,2926.175789,3400.990356
388,2925.162188,3399.976755
389,2924.14906,3398.963627
390,2923.136405,3397.950972
391,2922.124223,3396.93879
392,2921.112514,3395.927081
393,2920.101277,3394.915844
394,2919.090514,3393.905081
395,2918.080224,3392.894791
396,2917.070406,3391.884973
397,2916.061062,3390.875629
398,2915.052191,3389.866758
399,2914.043792,3388.858359
400,2913.035866,3387.850433
401,2912.028414,3386.842981
402,2911.021434,3385.836001
403,2910.014927,3384.829494
404,2909.008893,3383.82346
405,2908.003332,3382.817899
406,2906.998245,3381.812812
407,2905.99363,3380.808197
408,2904.989487,3379.804054
409,2903.985818,3378.800385
410,2902.982622,3377.797189
411,2901.979899,3376.794466
412,2900.977649,3375.792216
413,2899.975871,3374.790438
414,2898.974567,3373.789134
415,2897.973736,3372.788303
416,2896.973377,3371.787944
417,2895.973491,3370.788058
418,2894.974079,3369.788646
419,2893.975139,3368.789706
420,2892.976673,3367.79124
421,2891.978679,3366.793246
422,2890.981158,3365.795725
423,2889.98411,3364.798677
424,2888.987535,3363.802102
425,2887.991433,3362.806
426,2886.995804,3361.810371
427,2886.000648,3360.815215
428,2885.005965,3359.820532
429,2884.011755,3358.826322
430,2883.018017,3357.832584
431,2882.024753,3356.83932
432,2881.031962,3355.846529
433,2880.039643,3354.85421
434,2879.047798,3353.862365
435,2878.056425,3352.870992
436,2877.065526,3351.880093
437,2876.075099,3350.889666
438,2875.085145,3349.899712
439,2874.095664,3348.910231
440,2873.106657,3347.921224
441,2872.118122,3346.932689
442,2871.13006,3345.944627
443,2870.142471,3344.957038
444,2869.155355,3343.969922
445,2868.168712,3342.983279
446,2867.182541,3341.997108
447,2866.196844,3341.011411
448,2865.21162,3340.026187
449,2864.226869,3339.041436
450,2863.24259,3338.057157
451,2862.258785,3337.073352
452,2861.275452,3336.090019
453,2860.292593,3335.10716
454,2859.310206,3334.124773
455,2858.328293,3333.14286
456,2857.346852,3332.161419
457,2856.365884,3331.180451
458,2855.385389,3330.199956
459,2854.405367,3329.219934
460,2853.425819,3328.240386
461,2852.446743,3327.26131
462,2851.468139,3326.282706
463,2850.490009,3325.304576
464,2849.512352,3324.326919
465,2848.535168,3323.349735
466,2847.558457,3322.373024
467,2846.582218,3321.396785
468,2845.606453,3320.42102
469,2844.631161,3319.445728
470,2843.656341,3318.470908
471,2842.681995,3317.496562
472,2841.708121,3316.522688
473,2840.73472,3315.549287
474,2839.761793,3314.57636
475,2838.789338,3313.603905
476,2837.817356,3312.631923
477,2836.845847,3311.660414
478,2835.874811,3310.689378
479,2834.904248,3309.718815
480,2833.934158,3308.748725
481,2832.964541,3307.779108
482,2831.995397,3306.809964
483,2831.026726,3305.841293
484,2830.058528,3304.873095
485,2829.090802,3303.905369
486,2828.12355,3302.938117
487,2827.156771,3301.971338
488,2826.190464,3301.005031
489,2825.224631,3300.039198
490,2824.25927,3299.073837
491,2823.294382,3298.108949
492,2822.329968,3297.144535
493,2821.366026,3296.180593
494,2820.402557,3295.217124
495,2819.439561,3294.254128
496,2818.477038,3293.291605
497,2817.514988,3292.329555
498,2816.553411,3291.367978
499,2815.592307,3290.406874
500,2814.631676,3289.446243
501,2813.671518,3288.486085
502,2812.711833,3287.5264
503,2811.75262,3286.567187
504,2810.793881,3285.608448
505,2809.835615,3284.650182
506,2808.877821,3283.692388
507,2807.920501,3282.735068
508,2806.963653,3281.77822
509,2806.007278,3280.821845
510,2805.051377,3279.865944
511,2804.095948,3278.910515
512,2803.140992,3277.955559
513,2802.186509,3277.001076
514,2801.2325,3276.047067
515,2800.278963,3275.09353
516,2799.325899,3274.140466
517,2798.373307,3273.187874
518,2797.421189,3272.235756
519,2796.469544,3271.284111
520,2795.518372,3270.332939
521,2794.567673,3269.38224
522,2793.617446,3268.432013
523,2792.667693,3267.48226
524,2791.718412,3266.532979
525,2790.769605,3265.584172
526,2789.82127,3264.635837
527,2788.873409,3263.687976
528,2787.92602,3262.740587
529,2786.979104,3261.793671
530,2786.032661,3260.847228
531,2785.086692,3259.901259
532,2784.141195,3258.955762
533,2783.196171,3258.010738
534,2782.25162,3257.066187
535,2781.307542,3256.122109
536,2780.363937,3255.178504
537,2779.420804,3254.235371
538,2778.478145,3253.292712
539,2777.535959,3252.350526
540,2776.594246,3251.408813
541,2775.653005,3250.467572
542,2774.712238,3249.526805
543,2773.771943,3248.58651
544,2772.832122,3247.646689
545,2771.892773,3246.70734
546,2770.953897,3245.768464
547,2770.015495,3244.830062
548,2769.077565,3243.892132
549,2768.140108,3242.954675
550,2767.203124,3242.017691
551,2766.266613,3241.08118
552,2765.330575,3240.145142
553,2764.39501,3239.209577
554,2763.459918,3238.274485
555,2762.525299,3237.339866
556,2761.591153,3236.40572
557,2760.657479,3235.472046
558,2759.724279,3234.538846
559,2758.791552,3233.606119
560,2757.859297,3232.673864
561,2756.927516,3231.742083
562,2755.996207,3230.810774
563,2755.065371,3229.879938
564,2754.135009,3228.949576
565,2753.205119,3228.019686
566,2752.275702,3227.090269
567,2751.346758,3226.161325
568,2750.418287,3225.232854
569,2749.49029,3224.304857
570,2748.562765,3223.377332
571,2747.635712,3222.450279
572,2746.709133,3221.5237
573,2745.783027,3220.597594
574,2744.857394,3219.671961
575,2743.932234,3218.746801
576,2743.007546,3217.822113
577,2742.083332,3216.897899
578,2741.159591,3215.974158
579,2740.236322,3215.050889
580,2739.313527,3214.128094
581,2738.391204,3213.205771
582,2737.469354,3212.283921
583,2736.547978,3211.362545
584,2735.627074,3210.441641
585,2734.706643,3209.52121
586,2733.786685,3208.601252
587,2732.8672,3207.681767
588,2731.948188,3206.762755
589,2731.029649,3205.844216
590,2730.111583,3204.92615
591,2729.19399,3204.008557
592,2728.27687,3203.091437
593,2727.360222,3202.174789
594,2726.444048,3201.258615
595,2725.528347,3200.342914
596,2724.613118,3199.427685
597,2723.698363,3198.51293
598,2722.78408,3197.598647
599,2721.870271,3196.684838
600,2720.956934,3195.771501
601,2720.04407,3194.858637
602,2719.131679,3193.946246
603,2718.219762,3193.034329
604,2717.308317,3192.122884
605,2716.397345,3191.211912
606,2715.486846,3190.301413
607,2714.57682,3189.391387
608,2713.667267,3188.481834
609,2712.758186,3187.572753
610,2711.849579,3186.664146
611,2710.941445,3185.756012
612,2710.033784,3184.848351
613,2709.126595,3183.941162
614,2708.21988,3183.034447
615,2707.313637,3182.128204
616,2706.407868,3181.222435
617,2705.502571,3180.317138
618,2704.597748,3179.412315
619,2703.693397,3178.507964
620,2702.789519,3177.604086
621,2701.886114,3176.700681
622,2700.983182,3175.797749
623,2700.080724,3174.895291
624,2699.178738,3173.993305
625,2698.277225,3173.091792
626,2697.376184,3172.190751
627,2696.475617,3171.290184
628,2695.575523,3170.39009
629,2694.675902,3169.490469
630,2693.776754,3168.591321
631,2692.878078,3167.692645
632,2691.979876,3166.794443
633,2691.082146,3165.896713
634,2690.18489,3164.999457
635,2689.288106,3164.102673
636,2688.391795,3163.206362
637,2687.495958,3162.310525
638,2686.600593,3161.41516
639,2685.705701,3160.520268
640,2684.811282,3159.625849
641,2683.917336,3158.731903
642,2683.023863,3157.83843
643,2682.130863,3156.94543
644,2681.238336,3156.052903
645,2680.346282,3155.160849
646,2679.454701,3154.269268
647,2678.563593,3153.37816
648,2677.672957,3152.487524
649,2676.782795,3151.597362
650,2675.893106,3150.707673
651,2675.003889,3149.818456
652,2674.115146,3148.929713
653,2673.226875,3148.041442
654,2672.339077,3147.153644
655,2671.451753,3146.26632
656,2670.564901,3145.379468
657,2669.678522,3144.493089
658,2668.792616,3143.607183
659,2667.907183,3142.72175
660,2667.022223,3141.83679
661,2666.137736,3140.952303
662,2665.253722,3140.068289
663,2664.370181,3139.184748
664,2663.487113,3138.30168
665,2662.604518,3137.419085
666,2661.722395,3136.536962
667,2660.840746,3135.655313
668,2659.95957,3134.774137
669,2659.078866,3133.893433
670,2658.198636,3133.013203
671,2657.318878,3132.133445
672,2656.439594,3131.254161
673,2655.560782,3130.375349
674,2654.682443,3129.49701
675,2653.804577,3128.619144
676,2652.927184,3127.741751
677,2652.050265,3126.864832
678,2651.173818,3125.988385
679,2650.297844,3125.112411
680,2649.422342,3124.236909
681,2648.547314,3123.361881
682,2647.672759,3122.487326
683,2646.798677,3121.613244
684,2645.925068,3120.739635
685,2645.051931,3119.866498
686,2644.179268,3118.993835
687,2643.307077,3118.121644
688,2642.43536,3117.249927
689,2641.564115,3116.378682
690,2640.693344,3115.507911
691,2639.823045,3114.637612
692,2638.953219,3113.767786
693,2638.083866,3112.898433
694,2637.214987,3112.029554
695,2636.34658,3111.161147
696,2635.478646,3110.293213
697,2634.611185,3109.425752
698,2633.744197,3108.558764
699,2632.877682,3107.692249
700,2632.011639,3106.826206
701,2631.14607,3105.960637
702,2630.280974,3105.095541
703,2629.416351,3104.230918
704,2628.5522,3103.366767
705,2627.688523,3102.50309
706,2626.825318,3101.639885
707,2625.962587,3100.777154
708,2625.100328,3099.914895
709,2624.238542,3099.053109
710,2623.37723,3098.191797
711,2622.51639,3097.330957
712,2621.656023,3096.47059
713,2620.796129,3095.610696
714,2619.936708,3094.751275
715,2619.07776,3093.892327
716,2618.219285,3093.033852
717,2617.361283,3092.17585
718,2616.503754,3091.318321
719,2615.646698,3090.461265
720,2614.790114,3089.604681
721,2613.934004,3088.748571
722,2613.078367,3087.892934
723,2612.223202,3087.037769
724,2611.368511,3086.183078
725,2610.514292,3085.328859
726,2609.660546,3084.475113
727,2608.807274,3083.621841
728,2607.954474,3082.769041
729,2607.102147,3081.916714
730,2606.250293,3081.06486
731,2605.398913,3080.21348
732,2604.548005,3079.362572
733,2603.69757,3078.512137
734,2602.847608,3077.662175
735,2601.998118,3076.812685
736,2601.149102,3075.963669
737,2600.300559,3075.115126
738,2599.452489,3074.267056
739,2598.604891,3073.419458
740,2597.757767,3072.572334
741,2596.911116,3071.725683
742,2596.064937,3070.879504
743,2595.219232,3070.033799
744,2594.373999,3069.188566
745,2593.529239,3068.343806
746,2592.684953,3067.49952
747,2591.841139,3066.655706
748,2590.997798,3065.812365
749,2590.15493,3064.969497
750,2589.312535,3064.127102
751,2588.470613,3063.28518
752,2587.629164,3062.443731
753,2586.788188,3061.602755
754,2585.947685,3060.762252
755,2585.107655,3059.922222
756,2584.268097,3059.082664
757,2583.429013,3058.24358
758,2582.590402,3057.404969
759,2581.752263,3056.56683
760,2580.914598,3055.729165
761,2580.077405,3054.891972
762,2579.240686,3054.055253
763,2578.404439,3053.219006
764,2577.568665,3052.383232
765,2576.733364,3051.547931
766,2575.898537,3050.713104
767,2575.064182,3049.878749
768,2574.2303,3049.044867
769,2573.396891,3048.211458
770,2572.563955,3047.378522
771,2571.731492,3046.546059
772,2570.899502,3045.714069
773,2570.067984,3044.882551
774,2569.23694,3044.051507
775,2568.406369,3043.220936
776,2567.57627,3042.390837
777,2566.746645,3041.561212
778,2565.917492,3040.732059
779,2565.088813,3039.90338
780,2564.260606,3039.075173
781,2563.432873,3038.24744
782,2562.605612,3037.420179
783,2561.778824,3036.593391
784,2560.952509,3035.767076
785,2560.126668,3034.941235
786,2559.301299,3034.115866
787,2558.476403,3033.29097
788,2557.65198,3032.466547
789,2556.828029,3031.642596
790,2556.004552,3030.819119
791,2555.181548,3029.996115
792,2554.359017,3029.173584
793,2553.536959,3028.351526
794,2552.715373,3027.52994
795,2551.894261,3026.708828
796,2551.073621,3025.888188
797,2550.253455,3025.068022
798,2549.433761,3024.248328
799,2548.614541,3023.429108
800,2547.795793,3022.61036
801,2546.977518,3021.792085
802,2546.159716,3020.974283
803,2545.342387,3020.156954
804,2544.525531,3019.340098
805,2543.709148,3018.523715
806,2542.893238,3017.707805
807,2542.077801,3016.892368
808,2541.262837,3016.077404
809,2540.448346,3015.262913
810,2539.634328,3014.448895
811,2538.820782,3013.635349
812,2538.00771,3012.822277
813,2537.195111,3012.009678
814,2536.382984,3011.197551
815,2535.571331,3010.385898
816,2534.76015,3009.574717
817,2533.949442,3008.764009
818,2533.139208,3007.953775
819,2532.329446,3007.144013
820,2531.520157,3006.334724
821,2530.711341,3005.525908
822,2529.902998,3004.717565
823,2529.095128,3003.909695
824,2528.287731,3003.102298
825,2527.480807,3002.295374
826,2526.674356,3001.488923
827,2525.868378,3000.682945
828,2525.062873,2999.87744
829,2524.257841,2999.072408
830,2523.453281,2998.267848
831,2522.649195,2997.463762
832,2521.845581,2996.660148
833,2521.042441,2995.857008
834,2520.239773,2995.05434
835,2519.437579,2994.252146
836,2518.635857,2993.450424
837,2517.834608,2992.649175
838,2517.033832,2991.848399
839,2516.233529,2991.048096
840,2515.4337,2990.248267
841,2514.634343,2989.44891
842,2513.835459,2988.650026
843,2513.037048,2987.851615
844,2512.239109,2987.053676
845,2511.441644,2986.256211
846,2510.644652,2985.459219
847,2509.848133,2984.6627
848,2509.052086,2983.866653
849,2508.256513,2983.07108
850,2507.461412,2982.275979
851,2506.666785,2981.481352
852,2505.87263,2980.687197
853,2505.078949,2979.893516
854,2504.28574,2979.100307
855,2503.493004,2978.307571
856,2502.700742,2977.515309
857,2501.908952,2976.723519
858,2501.117635,2975.932202
859,2500.326791,2975.141358
860,2499.53642,2974.350987
861,2498.746522,2973.561089
862,2497.957097,2972.771664
863,2497.168144,2971.982711
864,2496.379665,2971.194232
865,2495.591659,2970.406226
866,2494.804126,2969.618693
867,2494.017065,2968.831632
868,2493.230478,2968.045045
869,2492.444363,2967.25893
870,2491.658722,2966.473289
871,2490.873553,2965.68812
872,2490.088857,2964.903424
873,2489.304635,2964.119202
874,2488.520885,2963.335452
875,2487.737608,2962.552175
876,2486.954804,2961.769371
877,2486.172473,2960.98704
878,2485.390615,2960.205182
879,2484.60923,2959.423797
880,2483.828318,2958.642885
881,2483.047879,2957.862446
882,2482.267913,2957.08248
883,2481.488419,2956.302986
884,2480.709399,2955.523966
885,2479.930852,2954.745419
886,2479.152777,2953.967344
887,2478.375176,2953.189743
888,2477.598047,2952.412614
889,2476.821391,2951.635958
890,2476.045209,2950.859776
891,2475.269499,2950.084066
892,2474.494262,2949.308829
893,2473.719498,2948.534065
894,2472.945208,2947.759775
895,2472.17139,2946.985957
896,2471.398045,2946.212612
897,2470.625173,2945.43974
898,2469.852773,2944.66734
899,2469.080847,2943.895414
900,2468.309394,2943.123961
901,2467.538414,2942.352981
902,2466.767906,2941.582473
903,2465.997872,2940.812439
904,2465.228311,2940.042878
905,2464.459222,2939.273789
906,2463.690607,2938.505174
907,2462.922464,2937.737031
908,2462.154794,2936.969361
909,2461.387598,2936.202165
910,2460.620874,2935.435441
911,2459.854623,2934.66919
912,2459.088845,2933.903412
913,2458.32354,2933.138107
914,2457.558708,2932.373275
915,2456.794349,2931.608916
916,2456.030463,2930.84503
917,2455.26705,2930.081617
918,2454.50411,2929.318677
919,2453.741642,2928.556209
920,2452.979648,2927.794215
921,2452.218127,2927.032694
922,2451.457078,2926.271645
923,2450.696503,2925.51107
924,2449.9364,2924.750967
925,2449.176771,2923.991338
926,2448.417614,2923.232181
927,2447.65893,2922.473497
928,2446.900719,2921.715286
929,2446.142982,2920.957549
930,2445.385717,2920.200284
931,2444.628925,2919.443492
932,2443.872606,2918.687173
933,2443.11676,2917.931327
934,2442.361387,2917.175954
935,2441.606487,2916.421054
936,2440.852059,2915.666626
937,2440.098105,2914.912672
938,2439.344624,2914.159191
939,2438.591615,2913.406182
940,2437.83908,2912.653647
941,2437.087017,2911.901584
942,2436.335428,2911.149995
943,2435.584311,2910.398878
944,2434.833668,2909.648235
945,2434.083497,2908.898064
946,2433.333799,2908.148366
947,2432.584574,2907.399141
948,2431.835823,2906.65039
949,2431.087544,2905.902111
950,2430.339738,2905.154305
951,2429.592405,2904.406972
952,2428.845545,2903.660112
953,2428.099157,2902.913724
954,2427.353243,2902.16781
955,2426.607802,2901.422369
956,2425.862834,2900.677401
957,2425.118338,2899.932905
958,2424.374316,2899.188883
959,2423.630766,2898.445333
960,2422.88769,2897.702257
961,2422.145086,2896.959653
962,2421.402956,2896.217523
963,2420.661298,2895.475865
964,2419.920113,2894.73468
965,2419.179401,2893.993968
966,2418.439162,2893.253729
967,2417.699397,2892.513964
968,2416.960104,2891.774671
969,2416.221284,2891.035851
970,2415.482936,2890.297503
971,2414.745062,2889.559629
972,2414.007661,2888.822228
973,2413.270733,2888.0853
974,2412.534278,2887.348845
975,2411.798295,2886.612862
976,2411.062786,2885.877353
977,2410.327749,2885.142316
978,2409.593186,2884.407753
979,2408.859095,2883.673662
980,2408.125478,2882.940045
981,2407.392333,2882.2069
982,2406.659661,2881.474228
983,2405.927462,2880.742029
984,2405.195736,2880.010303
985,2404.464484,2879.279051
986,2403.733704,2878.548271
987,2403.003397,2877.817964
988,2402.273562,2877.088129
989,2401.544201,2876.358768
990,2400.815313,2875.62988
991,2400.086898,2874.901465
992,2399.358956,2874.173523
993,2398.631486,2873.446053
994,2397.90449,2872.719057
995,2397.177966,2871.992533
996,2396.451916,2871.266483
997,2395.726338,2870.540905
998,2395.001234,2869.815801
999,2394.276602,2869.091169
1000,2393.552443,2868.36701
1001,2392.828757,2867.643324
1002,2392.105545,2866.920112
1003,2391.382805,2866.197372
1004,2390.660538,2865.475105
1005,2389.938744,2864.753311
1006,2389.217423,2864.03199
1007,2388.496574,2863.311141
1008,2387.776199,2862.590766
1009,2387.056297,2861.870864
1010,2386.336868,2861.151435
1011,2385.617911,2860.432478
1012,2384.899428,2859.713995
1013,2384.181418,2858.995985
1014,2383.46388,2858.278447
1015,2382.746815,2857.561382
1016,2382.030224,2856.844791
1017,2381.314105,2856.128672
1018,2380.598459,2855.413026
1019,2379.883287,2854.697854
1020,2379.168587,2853.983154
1021,2378.45436,2853.268927
1022,2377.740606,2852.555173
1023,2377.027325,2851.841892
1024,2376.314517,2851.129084
1025,2375.602182,2850.416749
1026,2374.89032,2849.704887
1027,2374.17893,2848.993497
1028,2373.468014,2848.282581
1029,2372.757571,2847.572138
1030,2372.0476,2846.862167
1031,2371.338103,2846.15267
1032,2370.629078,2845.443645
1033,2369.920527,2844.735094
1034,2369.212448,2844.027015
1035,2368.504842,2843.319409
1036,2367.79771,2842.612277
1037,2367.09105,2841.905617
1038,2366.384863,2841.19943
1039,2365.679149,2840.493716
1040,2364.973908,2839.788475
1041,2364.26914,2839.083707
1042,2363.564845,2838.379412
1043,2362.861023,2837.67559
1044,2362.157674,2836.972241
1045,2361.454798,2836.269365
1046,2360.752394,2835.566961
1047,2360.050464,2834.865031
1048,2359.349007,2834.163574
1049,2358.648022,2833.462589
1050,2357.947511,2832.762078
1051,2357.247472,2832.062039
1052,2356.547907,2831.362474
1053,2355.848814,2830.663381
1054,2355.150194,2829.964761
1055,2354.452047,2829.266614
1056,2353.754374,2828.568941
1057,2353.057173,2827.87174
1058,2352.360445,2827.175012
1059,2351.66419,2826.478757
1060,2350.968408,2825.782975
1061,2350.273099,2825.087666
1062,2349.578262,2824.392829
1063,2348.883899,2823.698466
1064,2348.190009,2823.004576
1065,2347.496592,2822.311159
1066,2346.803647,2821.618214
1067,2346.111176,2820.925743
1068,2345.419177,2820.233744
1069,2344.727652,2819.542219
1070,2344.036599,2818.851166
1071,2343.346019,2818.160586
1072,2342.655913,2817.47048
1073,2341.966279,2816.780846
1074,2341.277118,2816.091685
1075,2340.58843,2815.402997
1076,2339.900215,2814.714782
1077,2339.212473,2814.02704
1078,2338.525204,2813.339771
1079,2337.838408,2812.652975
1080,2337.152085,2811.966652
1081,2336.466235,2811.280802
1082,2335.780857,2810.595424
1083,2335.095953,2809.91052
1084,2334.411522,2809.226089
1085,2333.727563,2808.54213
1086,2333.044078,2807.858645
1087,2332.361065,2807.175632
1088,2331.678526,2806.493093
1089,2330.996459,2805.811026
1090,2330.314865,2805.129432
1091,2329.633745,2804.448312
1092,2328.953097,2803.767664
1093,2328.272922,2803.087489
1094,2327.59322,2802.407787
1095,2326.913991,2801.728558
1096,2326.235235,2801.049802
1097,2325.556952,2800.371519
1098,2324.879142,2799.693709
1099,2324.201804,2799.016371
1100,2323.52494,2798.339507
1101,2322.848549,2797.663116
1102,2322.17263,2796.987197
1103,2321.497185,2796.311752
1104,2320.822213,2795.63678
1105,2320.147713,2794.96228
1106,2319.473686,2794.288253
1107,2318.800133,2793.6147
1108,2318.127052,2792.941619
1109,2317.454444,2792.269011
1110,2316.78231,2791.596877
1111,2316.110648,2790.925215
1112,2315.439459,2790.254026
1113,2314.768743,2789.58331
1114,2314.0985,2788.913067
1115,2313.42873,2788.243297
1116,2312.759432,2787.573999
1117,2312.090608,2786.905175
1118,2311.422257,2786.236824
1119,2310.754379,2785.568946
1120,2310.086973,2784.90154
1121,2309.420041,2784.234608
1122,2308.753581,2783.568148
1123,2308.087595,2782.902162
1124,2307.422081,2782.236648
1125,2306.757041,2781.571608
1126,2306.092473,2780.90704
1127,2305.428378,2780.242945
1128,2304.764756,2779.579323
1129,2304.101608,2778.916175
1130,2303.438932,2778.253499
1131,2302.776729,2777.591296
1132,2302.114999,2776.929566
1133,2301.453742,2776.268309
1134,2300.792957,2775.607524
1135,2300.132646,2774.947213
1136,2299.472808,2774.287375
1137,2298.813443,2773.62801
1138,2298.15455,2772.969117
1139,2297.496131,2772.310698
1140,2296.838184,2771.652751
1141,2296.180711,2770.995278
1142,2295.52371,2770.338277
1143,2294.867183,2769.68175
1144,2294.211128,2769.025695
1145,2293.555546,2768.370113
1146,2292.900437,2767.715004
1147,2292.245802,2767.060369
1148,2291.591639,2766.406206
1149,2290.937949,2765.752516
1150,2290.284732,2765.099299
1151,2289.631988,2764.446555
1152,2288.979716,2763.794283
1153,2288.327918,2763.142485
1154,2287.676593,2762.49116
1155,2287.025741,2761.840308
1156,2286.375361,2761.189928
1157,2285.725455,2760.540022
1158,2285.076021,2759.890588
1159,2284.427061,2759.241628
1160,2283.778573,2758.59314
1161,2283.130559,2757.945126
1162,2282.483017,2757.297584
1163,2281.835948,2756.650515
1164,2281.189352,2756.003919
1165,2280.54323,2755.357797
1166,2279.89758,2754.712147
1167,2279.252403,2754.06697
1168,2278.607699,2753.422266
1169,2277.963468,2752.778035
1170,2277.31971,2752.134277
1171,2276.676424,2751.490991
1172,2276.033612,2750.848179
1173,2275.391273,2750.20584
1174,2274.749406,2749.563973
1175,2274.108013,2748.92258
1176,2273.467093,2748.28166
1177,2272.826645,2747.641212
1178,2272.186671,2747.001238
1179,2271.547169,2746.361736
1180,2270.90814,2745.722707
1181,2270.269584,2745.084151
1182,2269.631502,2744.446069
1183,2268.993892,2743.808459
1184,2268.356755,2743.171322
1185,2267.720091,2742.534658
1186,2267.0839,2741.898467
1187,2266.448182,2741.262749
1188,2265.812937,2740.627504
1189,2265.178165,2739.992732
1190,2264.543865,2739.358432
1191,2263.910039,2738.724606
1192,2263.276686,2738.091253
1193,2262.643805,2737.458372
1194,2262.011398,2736.825965
1195,2261.379463,2736.19403
1196,2260.748002,2735.562569
1197,2260.117013,2734.93158
1198,2259.486498,2734.301065
1199,2258.856455,2733.671022
1200,2258.226885,2733.041452
1201,2257.597788,2732.412355
1202,2256.969164,2731.783731
1203,2256.341013,2731.15558
1204,2255.713335,2730.527902
1205,2255.08613,2729.900697
1206,2254.459398,2729.273965
1207,2253.833139,2728.647706
1208,2253.207353,2728.02192
1209,2252.582039,2727.396606
1210,2251.957199,2726.771766
1211,2251.332832,2726.147399
1212,2250.708937,2725.523504
1213,2250.085516,2724.900083
1214,2249.462567,2724.277134
1215,2248.840092,2723.654659
1216,2248.218089,2723.032656
1217,2247.596559,2722.411126
1218,2246.975502,2721.790069
1219,2246.354919,2721.169486
1220,2245.734808,2720.549375
1221,2245.11517,2719.929737
1222,2244.496005,2719.310572
1223,2243.877313,2718.69188
1224,2243.259094,2718.073661
1225,2242.641347,2717.455914
1226,2242.024074,2716.838641
1227,2241.407274,2716.221841
1228,2240.790947,2715.605514
1229,2240.175092,2714.989659
1230,2239.559711,2714.374278
1231,2238.944802,2713.759369
1232,2238.330367,2713.144934
1233,2237.716404,2712.530971
